tokens,onerilen_konular
"['bir', 'yıldız', 'bile', 'turkcell', 'uygulamalarına', 'güncelleme', 'yapıldığı', 'takdirde', 'paycell', 'puan', 'verilecek', 'yazıyordu', 'güncelleme', 'yaptim', 'fakat', 'puan', 'verilmedi', 'turkcell', 'uygulama', 'yapıyor', 'uygulamalarında', 'sıkıntı', 'oluyor', 'ben', 'hala', 'turkcelliyim', 'kendime', 'şaşırıyorummadem', 'bir', 'uygulama', 'yaptınız', 'sorunlarını', 'çözün', 'yorumları', 'dikkate', 'alin', 'indirirken', 'internet', 'harcıyoruz', 'güncellerken', 'internet', 'harcıyoruz', 'sömürüyor', 'turkcell', 'bizleri', 'keşke', 'verdiğimiz', 'paranın', 'karşılığını', 'alabilsek']","t, u, t, b, v"
"['iyi', 'degil', 'puani', 'geri', 'aliyoo']","p, i, g, g, d"
"['kadar', 'puan', 'biriktirdim', 'puanım', 'bin', 'olunca', 'pubg', 'alma', 'kalktı', 'gittik', 'midas', 'dan', 'mobil', 'ödeme', 'üzerine', 'aldım', 'faturama', 'yansıdı', 'insanları', 'kandırmayın', 'yazıklar', 'olsun', 'size']","f, a, ö, b, p"
"['faturasiz', 'lar', 'soru', 'karşılığı', 'olsa', 'iyi', 'olurdu']","f, f, k, i, o"
"['bence', 'boş', 'puanım', 'gün', 'içerisinde', 'yandı']","b, i, y, p, g"
"['hazır', 'limitim', 'var', 'kullanamıyorum', 'böyle', 'şaçma', 'uygulama', 'olabilirmi', 'kimse', 'sorunu', 'gidermiyor', 'üstüne', 'dünya', 'para', 'kesiyor', 'işleme', 'bize', 'ulaş', 'kısmından', 'yazdım', 'ekran', 'görüntüsü', 'attım', 'bir', 'şekilde', 'ilgilenilmiyor']","y, v, ş, k, s"
"['herhalt', 'ücretli', 'aman', 'aman', 'turkcele', 'yedirecek', 'param', 'yok', 'papara', 'tosla', 'varken', 'gerek', 'var', 'attım', 'denedim', 'çekemedimde', 'eft', 'alıyo', 'bence', 'bulaşmayın', 'zenginseniz', 'ayrı', 'kartı', 'parayla', 'alıyoz', 'bide', 'karta', 'aylık', 'aidat', 'ödücem', 'yok', 'başka', 'isteniz', 'varmı', 'liramı', 'alım', 'hemen', 'iptal', 'edecem', 'bide', 'turkcell', 'faturalıyız', 'olmasak']","f, p, y, b, t"
"['yazıklar', 'olsun', 'puan', 'vardıdiger', 'hatta', 'nda', 'gönderdim', 'hepsini', 'sildinizbu', 'uygulamayı', 'indiren', 'eşek', 'olmalıaynı', 'saate', 'puan', 'siline', 'bilirüçkağötçılar']","o, s, h, p, s"
"['uygulama', 'iyi', 'değil', 'yükleyip', 'internet', 'aldım', 'hattıma', 'tanımlanmadı', 'arayıp', 'söyledim', 'incelemeye', 'alındı', 'dediler', 'hala', 'haber', 'gelmedi', 'iyi', 'deyil', 'uygulama', 'kimseye', 'tavsiye', 'etmiyorum']","t, i, t, y, g"
"['para', 'göndermek', 'istedim', 'anda', 'hata', 'veriyor', 'geri', 'atıyor', 'böyle', 'saçmalık', 'olamaz']","p, i, h, g, v"
['iyi'],i
"['böyle', 'saçma', 'uygulama', 'görmedim', 'önce', 'saçma', 'sapan', 'hesap', 'açmadan', 'hesabın', 'donduruldu', 'diyor']","h, h, a, s, s"
"['hediye', 'dünyamda', 'alacağım', 'şeyler', 'kullanıcılarda', 'tamamı', 'varken', 'bende', 'neredeyse', 'kullanabilecegim', 'hiçbirsey', 'yok', 'bunun', 'nedenini', 'bilmiyorum', 'böyle', 'olması', 'beni', 'üzdü']","k, h, n, h, ş"
"['boş', 'bence', 'bulaşmayın', 'bankanın', 'keseceği', 'parayı', 'bunlar', 'kesiyor', 'bir', 'fark', 'yok']","b, b, k, b, f"
"['turkcelin', 'gütü', 'kalkmış', 'bence']","g, k, t, k, b"
"['paycell', 'geçerli', 'hediye', 'veriyor', 'den', 'alışveriş', 'yaptım', 'hediye', 'kullanmayı', 'başaramadan', 'alışveriş', 'tamamlandı', 'tane', 'mail', 'attım', 'çeki', 'sonraki', 'alışverişte', 'kullanabilirsiniz', 'otamatik', 'mesaj', 'gönderdiler', 'son', 'ısrarla', 'yazdım', 'i̇nceliyoruz', 'mesaj', 'geldi', 'seferde', 'uygulama', 'hemen', 'kapanıyor', 'hiçbir', 'surette', 'giremiyorum', 'iyi', 'olacak', 'düşündüğüm', 'uygulama', 'çabuk', 'değer', 'kaybetti', 'gözümde', 'uygulamayı', 'güncelledim', 'mail', 'attım', 'gündür', 'aynı', 'cevap', 'yom']","g, m, u, m, d"
"['tam', 'soyguncular', 'turkcell', 'allah', 'belasını', 'versin', 'faturam', 'civarı', 'geliyor', 'uygulama', 'yüzünden', 'haram', 'olsun', 'giden', 'paralarım']","f, g, v, f, p"
"['mecburluktan', 'puan', 'veriyorum', 'nefret', 'ediyorum', 'allah', 'islah', 'etsin', 'hepinizi', 'kötü', 'kazıkçılar', 'sizi', 'hakkım', 'hepinize', 'haram', 'olsun']","h, h, v, h, h"
"['geçen', 'güzeldi', 'şimdi', 'bozuldu', 'ibana', 'karta', 'para', 'atılmıyor', 'hata', 'üstüne', 'hata', 'veriyor', 'senedir', 'türkcelliyim', 'böyle', 'beklemezdim']","a, h, ş, ü, h"
"['sakın', 'yüklemeyin', 'bir', 'dekont', 'almak', 'bir', 'haftadır', 'uğraşıyorum', 'papara', 'ininal', 'kullanın', 'aidat', 'verin', 'iyi', 'böyle', 'devam', 'ettikçe', 'paycell', 'bir', 'kalmaz', 'yıldız', 'bile']","h, k, y, u, y"
"['böyle', 'saçma', 'bir', 'saçmalık', 'olmaz']","s, b, s, b, s"
"['hesabım', 'dondurulmuş', 'giriş', 'yapamıyorum', 'birsürü', 'puanım', 'boşa', 'gitti', 'hiçbir', 'şekilde', 'geri', 'dönüş', 'yapılmıyo', 'kesinlikle', 'indirmeyin', 'bence']","h, g, y, p, y"
"['yıldız', 'verdim', 'puan', 'topluyorum', 'tekrardan', 'puana', 'düşüyo', 'böyle', 'saçmalıkmı', 'varya']","p, v, y, s, t"
['iyi'],i
"['ben', 'korkuyorym', 'kat', 'eksi', 'bakiyeye', 'düşermi']","b, k, k, b, e"
"['yapicaginiz', 'uygulamanın', 'allah', 'belasını', 'versin', 'türkcell', 'ekibi', 'allahın', 'laneti', 'sizin', 'üzerinize', 'olsun', 'paramızla', 'mağdur', 'olmaya', 'devam']","a, p, u, a, e"
"['puan', 'artık', 'vermiyor', 'ilkinde', 'puan', 'vermişti', 'artık', 'veriyor', 'şöyle', 'durum', 'var', 'puanların', 'sonkullanma', 'tarihi', 'var', 'yapmadan', 'puan', 'kesin', 'gidiyor', 'zaten', 'uygulamaya', 'giriş', 'parmak', 'izi', 'getirilebilir', 'uygulama', 'genel', 'olarak', 'iyi']","p, p, y, v, i"
"['rezalet', 'bunlar', 'sanal', 'hırsız', 'bana', 'mukabilinde', 'size', 'kadar', 'puan', 'vereceğiz', 'tuzak', 'bir', 'bildirim', 'geldi', 'bende', 'içeriğine', 'bakmadan', 'onayladım', 'faturama', 'yansıdı', 'neyse', 'gelelim', 'verdikleri', 'puana', 'puanla', 'kayda', 'değer', 'lik', 'bir', 'alışveriş', 'yapılamıyor', 'internet', 'bile', 'satın', 'alınamıyor', 'müşteri', 'hizmetlerini', 'aradım', 'paramı', 'verin', 'puanınız', 'sizin', 'olsun', 'vermediler', 'neticede', 'beni', 'bir', 'güzel', 'kazıkladılar', 'hemen', 'uygulamayı', 'silip', 'üyelikten', 'çekildim', 'haram', 'zıkkım', 'olsun', 'tuzaklara', 'dikkat']","s, ü, f, ç, o"
"['i̇yi', 'diyelim', 'iyi', 'olsun']","d, d, y, o, i"
['iyi'],i
"['kere', 'googl', 'play', 'yada', 'aldım', 'alamadım', 'lütfen', 'verin', 'olsun', 'rica', 'ederim']","k, a, r, l, v"
"['ben', 'ömrümde', 'böyle', 'berbat', 'bir', 'uygulama', 'görmedim', 'seferinde', 'yeni', 'sifre', 'istemek', 'kimse', 'almasin', 'yüklemesin', 'yemin', 'ediyorum', 'kötü', 'berbat', 'berbat', 'berbat', 'ötesi']","b, k, b, e, k"
"['paycell', 'puanların', 'kullanım', 'süresi', 'olmamalı', 'bence', 'tam', 'aydır', 'puan', 'biriktirip', 'internet', 'almaya', 'çalışıyorum', 'hala', 'yapamadım', 'hafta', 'aldığımız', 'puanın', 'haftaya', 'aynı', 'gün', 'süresi', 'bitiyor', 'böyle', 'olmamalı', 'bence', 'turkcell', 'den', 'çıkacam', 'kesinlikle', 'zaten', 'eskiden', 'kullanım', 'süresi', 'saçmalık', 'yoktu', 'şimdi', 'böyle', 'oldu', 'insanlar', 'biriktirip', 'istediğini', 'alabiliyordu', 'tabii', 'sizinde', 'işinize', 'gelmedi', 'böyle', 'yaptınız', 'beni', 'dinleyin', 'turkcell', 'den', 'çikin']","y, p, s, s, a"
"['di̇kkat', 'edi̇n', 'paranızı', 'paycell', 'çöplüklerde', 'ziyan', 'etmeyin', 'gidin', 'papara', 'kart', 'alın', 'hiçbir', 'ücret', 'kuruş', 'dahi', 'kadar', 'olsa', 'kesilmedi', 'birde', 'cashback', 'özelliği', 'var', 'dürüm', 'yiyorum', 'liralık', 'lirası', 'geri', 'cebime', 'geliyor', 'varmı', 'bundan', 'iyisi', 'anlaşmalı', 'firmalarda', 'kadar', 'indirim', 'var', 'paycell', 'sıra', 'gelince', 'parayı', 'insanlardan', 'sömürsek', 'bin', 'türlü', 'yol', 'arıyorlar', 'böyle', 'devam', 'edin', 'paycelledittamam', 'tamam', 'inandık', 'bakalım', 'öyle', 'olsun']","g, p, e, p, p"
"['ücret', 'kesimleri', 'fazla', 'sık', 'uygulamanın', 'hediyeleri', 'kısıtlı', 'süreli', 'resmen', 'angarya', 'bence', 'gelismeli', 'evet', 'finansal', 'yapımı', 'banka', 'sisitem', 'yapıyor', 'sadece', 'önerimiz', 'var', 'fazla', 'şık', 'yapiyorsunuz', 'hizmetiniz', 'yetersiz']","h, f, e, f, y"
"['berbat', 'bir', 'sistem', 'kartımda', 'kaybolan', 'para', 'gündür', 'bulunamadı', 'teknoloji', 'devi', 'tokatçı', 'olmuş', 'yada', 'sistemi', 'idare', 'edemeyen', 'beceriksiz', 'bir', 'şirket', 'olmuş', 'turkcell', 'yazıklar', 'olsun', 'yorum', 'dan', 'gün', 'sonra', 'cevap', 'yazıp', 'çözelim', 'diyorsunuz', 'özrünüz', 'kabahatten', 'beter', 'tam', 'bir', 'beceriksizler', 'ordusu', 'olmuş', 'turkcell', 'şirketi', 'çözme', 'kardeşim', 'ben', 'sorunu', 'cözdürdüm', 'hatlarımı', 'taşıdım', 'sizlere', 'param', 'nasîb', 'olmasın']","k, s, ö, c, ş"
"['kötü', 'bir', 'uygulama', 'paranıza', 'yazik', 'yüklemeyin', 'bence']","u, y, p, p, y"
"['iyi', 'degil']","i, i, d"
"['topladığım', 'paycell', 'puanlar', 'kayboluyor', 'yeni', 'kazandıklarını', 'zaten', 'göremiyorum', 'bile', 'telefonda', 'boşuna', 'yer', 'kaplıyo', 'böyle', 'olmaya', 'devam', 'ederse', 'silicem', 'bende']","p, t, k, k, b"
"['haraç', 'kesiyorlar', 'bankamatik', 'bundan', 'iyi']","b, k, b, b, h"
"['puandan', 'baska', 'cikmiyor', 'cok', 'kotu', 'para', 'kesintisi', 'yapiyorlar', 'vodofone', 'iyi']","c, k, v, y, c"
"['iyi', 'değil', 'puan', 'veriyor']","i, d, p, d, v"
"['paycell', 'puanlarım', 'sürekli', 'düşüyor', 'dün', 'puanım', 'vardı', 'bugün', 'böyle', 'saçmalık', 'olamaz']","d, p, p, d, p"
"['iyi', 'olabilirdi']","i, o, i"
"['şok', 'marketten', 'bakiye', 'yükledim', 'fişimi', 'aldım', 'bakiye', 'paycell', 'hesabımda', 'gözükmüyor', 'müşteri', 'hizmetlerini', 'aradığımda', 'bakiye', 'yükleme', 'işleminin', 'gözükmediğine', 'söylediler', 'i̇nceleme', 'başlattık', 'dediler', 'gün', 'uzun', 'bir', 'süre', 'surebilecegi', 'söylendi', 'bekliyoruz', 'böyle', 'bir', 'süre', 'vererek', 'bizi', 'mağdur', 'ediyorlar', 'bekliyoruz']","g, h, b, a, e"
"['eevet', 'insanlari', 'dolandirmaya', 'hakkiniz', 'yok', 'uygulama', 'markette', 'hile', 'yapıyorlar', 'puan', 'kastiginizda', 'google', 'play', 'yok', 'oluyor', 'sonra', 'birine', 'puan', 'atın', 'olsun', 'google', 'play', 'geri', 'geliyor', 'çocuğusunuz', 'öyle']","k, g, o, g, h"
"['böyle', 'saçmalık', 'olmaz', 'paramız', 'süre', 'sonra', 'gidiyor', 'lanet', 'olsun', 'vardı', 'bir', 'harcamadan', 'kalmış']","p, o, p, b, h"
"['limit', 'artışı', 'talebinde', 'bulundum', 'limit', 'puanlarım', 'düştü', 'böyle', 'oldu', 'lira', 'kullanılan', 'kredi', 'limitim', 'vardı', 'şimdi', 'düştü', 'böyle', 'oldu', 'sorun', 'nedir']","l, k, b, l, l"
"['selam', 'iyi', 'günler', 'paycell', 'davet', 'kodu', 'sayfamda', 'yazmıyor', 'numaram', 'dogrulanmadı', 'yazıyor']","y, n, d, n, d"
"['aylık', 'ücret', 'kesintisi', 'yapıyorlar', 'para', 'transferi', 'yapınca', 'iyi', 'para', 'kesiyorlar', 'artık', 'birçok', 'banka', 'ücretleri', 'almıyor', 'paycell', 'kullanayım', 'bir', 'süre', 'kullandım', 'işlemler', 'ücretsiz', 'olacak', 'sıkıntılar', 'var', 'mesela', 'eft', 'yapacaksın', 'mesai', 'saati', 'bitti', 'yapamıyorsun', 'ileri', 'gün', 'seçerek', 'yapabilmek', 'lazım', 'oysa', 'sonra', 'hesap', 'iban', 'kaydetme', 'bulamadım', 'ben', 'önce', 'transfer', 'yapmak', 'lazım', 'sonra', 'kaydedebiliyorsun', 'reklamlarını', 'yapsalar', 'geride', 'kalmış', 'bir', 'uygulama', 'bence']","p, ü, ü, y, b"
"['paycell', 'kanka', 'sadece', 'turkcel', 'olmamalı', 'operatör', 'olsa', 'iyi', 'olurdu']","t, s, o, o, t"
['iyi'],i
"['cevabınıza', 'istinaden', 'yorumumu', 'güncelliyorum', 'paraya', 'geçtim', 'rahatladım', 'youtube', 'netflix', 'spotify', 'yarı', 'fiyatına', 'sizin', 'kampanyaya', 'katılmak', 'mesaj', 'demiyorlar', 'varsa', 'katılıyorsun', 'bir', 'şeyden', 'komisyon', 'almıyorlar', 'kart', 'ücreti', 'yok', 'fatura', 'komisyonu', 'yok', 'transfer', 'ücreti', 'yok', 'papara', 'mükemmel', 'bir', 'oluşum', 'herkese', 'tavsiye', 'ederim', 'mutlaka', 'deneyin', 'i̇ki', 'yıldır', 'paycell', 'kullanıyordum', 'paparaya', 'geçtim', 'rahatladım', 'hırsız', 'turkcellin', 'şarlatan', 'uygulamasından', 'milyar', 'kat', 'iyi', 'papara', 'papara', 'papara']","n, n, y, r, g"
"['uygulama', 'ister', 'optimizasyon', 'ister', 'işlevsellik', 'açısından', 'rezalet', 'içersinde', 'birçok', 'bug', 'içeriyor', 'sadece', 'para', 'kazanmak', 'yapmışlar', 'herhalde', 'örneğin', 'internet', 'kazanmak', 'karta', 'para', 'attım', 'sonradan', 'lazım', 'oldu', 'malum', 'yerde', 'geçmiyo', 'kart', 'kendi', 'ibanıma', 'atıp', 'çekicektim', 'kaç', 'lira', 'yok', 'anasını', 'satayım', 'ibana', 'para', 'gönderme', 'kısmı', 'full', 'hatalı', 'başındaki', 'silmeye', 'çalıştım', 'olmadı', 'eksik', 'yazıyor', 'ibanı', 'sonra', 'hata', 'veriyo', 'salak', 'saçma', 'bişey', 'paycell', 'yerine', 'ininal', 'toslayı', 'öneririm', 'iyi']","b, p, i, b, o"
"['paycell', 'uygulamasindan', 'turkcell', 'hediye', 'çeki', 'aldım', 'puanla', 'aydır', 'çeki', 'kullanamıyorum', 'digital', 'para', 'sekmesini', 'kaldırmışlar', 'sonunda', 'müşteri', 'hizmetlerini', 'aradım', 'bana', 'yardımcı', 'olun', 'çekimi', 'kullanamıyorum', 'bana', 'faturanıza', 'yansıtin', 'otomatik', 'düşecek', 'dediler', 'sonu', 'dusmesi', 'gereken', 'faturama', 'yansitmislar', 'turkcell', 'müşteri', 'hizmetleri', 'kesinlikle', 'sahip', 'çıkmıyor', 'paycel', 'harcamalarına', 'aman', 'ben', 'düştüm', 'düşmeyin', 'çözüm', 'ekibinin', 'basindaki', 'arkadas', 'yazıklar', 'olsun', 'indirmeyin', 'sakin']","f, h, ç, h, ç"
"['haci', 'sallamada', 'puan', 'nedir', 'böyle', 'böyle', 'bin', 'puan', 'yapıp', 'internet', 'alicaz', 'bide', 'puanın', 'süresi', 'bitityo', 'alabirsen']","p, p, p, b, p"
"['kot', 'aldim', 'harcama', 'yapamıyorum', 'soruşturmamaksızın', 'maç', 'kazan', 'takımı', 'var', 'yüzden', 'onu', 'ben', 'burak', 'yasine', 'kupa', 'kastim', 'son', 'zamnlarda', 'tarihi', 'itibariyle', 'ilk', 'başlarda', 'giremiyordum', 'arada', 'diyorsun', 'istersen', 'cik', 'ben', 'iyi', 'kullaniyom', 'elif', 'gor', 'bir', 'sen', 'bana', 'kiz', 'napiyon', 'nasılsınız', 'iyimisiniz', 'iyi', 'akşamlar', 'canım', 'ben', 'yarın', 'okul', 'tatil', 'yaziyon', 'yaa', 'ben', 'tek', 'başıma', 'dünya', 'savaşı', 'özür', 'diliyorum']","s, b, g, ö, a"
"['sizin', 'yaptığınız', 'resmen', 'dolandırıcılik', 'kart', 'üzerinden', 'i̇stanbul', 'kartıma', 'yükleme', 'yaptım', 'sonra', 'baktım', 'işlem', 'bedeli', 'olarak', 'seki̇z', 'faturama', 'yansımış', 'bre', 'vicdansızlar', 'madem', 'böyle', 'işlem', 'bedeli', 'alıyorsunuz', 'bilgilendirme', 'yapmıyorsunuz', 'yazıklar', 'olsun', 'edit', 'gelen', 'cevap', 'üzerine', 'yazıyorum', 'elbetteki', 'kurum', 'işlem', 'bedeli', 'alacaksınız', 'benim', 'derdim', 'gizlice', 'yapıyorsunuz', 'bunu', 'insan', 'demez', 'işlem', 'bedeli', 'olarak', 'kadar', 'kesilecektir', 'paycell']","d, f, b, b, r"
"['önceden', 'biraz', 'iyiydi', 'şimdi', 'olmuyor', 'bence', 'kesin', 'puan', 'kullanma', 'durumunu', 'getirmeleri', 'lazım', 'bide', 'kesinlikle', 'puan', 'silme', 'olmamalı', 'puanlarım', 'kullanmadan', 'siliniyor', 'son', 'zamanda', 'boş', 'bir', 'uygulamaya', 'dönüştü', 'umarım', 'düzeltirler', 'hediye', 'puanlar', 'geldikleri', 'gidiyorlar']","o, p, p, p, u"
"['deneme', 'amaçlı', 'kullandım', 'kullanışlı', 'bir', 'uygulama', 'olabilir', 'fakat', 'işlem', 'para', 'kesmesi', 'sonunda', 'üyelik', 'ücreti', 'alması', 'pek', 'hoş', 'değil', 'dijital', 'yeni', 'bir', 'uygulama', 'olarak', 'biraz', 'özendirici', 'olmasını', 'beklerdim', 'yoksa', 'kredi', 'kartı', 'işlemi', 'ücretsiz', 'yapabiliyorken', 'paycell', 'kullanayım', 'i̇ptal', 'ettim', 'bir', 'kullanmayı', 'düşünmüyorum']","i, y, k, ü, b"
"['play', 'store', 'kullanabileceğim', 'puan', 'gönderildi', 'fakat', 'hiçbir', 'şekilde', 'kullanamıyorum', 'sürekli', 'hata', 'veriyor', 'madem', 'kullanamayacağım', 'böyle', 'gereksiz', 'bir', 'mesaj', 'gönderip', 'zamanımı', 'alıyorsunuz']","p, k, m, k, k"
"['berbat', 'bir', 'uygulama', 'paycel', 'hesabıma', 'para', 'atıyorum', 'ibana', 'transfer', 'yapamıyorum', 'böyle', 'görmedim', 'ben', 'hafta', 'para', 'kesiliyor', 'bidaha', 'sizin', 'uygulamanızı', 'kullanırsam']","p, p, h, h, t"
"['ben', 'böyle', 'saçma', 'uygulama', 'görmedim', 'puan', 'sınırı', 'saçma', 'kimseye', 'gönderebiliyorum', 'kimseden', 'alabiliyorum', 'haftalık', 'aldığım', 'puan', 'haftası', 'dolunca', 'gidiyor', 'kullanamıyorsam', 'anlamı', 'var']","h, a, h, g, p"
"['puanların', 'sıfırlanması', 'saçma', 'bence', 'i̇nternet', 'paketlerinin', 'puana', 'alınması', 'lazım', 'benceeeee']","p, s, p, s, p"
"['kart', 'berbat', 'para', 'yatiriyosunuz', 'para', 'cekiyosunuz', 'para', 'kesiyo', 'size', 'tavsiyem', 'card', 'alicaginiza', 'ininal', 'papara', 'kart', 'alin', 'iyi', 'paycellkart', 'hic', 'bir', 'yerde', 'gecerlidegil']","c, p, t, c, p"
"['coooooooooook', 'iyi']","c, c, i"
"['bence', 'salla', 'kazan', 'dan', 'puan', 'aşağı', 'vermemesi', 'lazim', 'puan', 'biriktiremiyoruz']","p, b, a, v, p"
"['bence', 'içine', 'toplam', 'yatiranlara', 'hediye', 'edilmesi', 'gerekiyor']","e, y, t, b, g"
"['kredi', 'veriyor', 'bişey', 'kac', 'yillik', 'musteri', 'oldumuz', 'halde', 'hic', 'iyi', 'değil']","m, i, h, k, o"
"['hızlı', 'aktif', 'olabilir']","h, a, h, a, o"
"['uygulama', 'uzerinden', 'telefona', 'numarasina', 'para', 'gonderdim', 'para', 'cekilemiyor', 'suan', 'böyle', 'saçmalık', 'olabilir', 'kartsiz', 'para', 'cekemiyceksek', 'kartsiz', 'faturamiza', 'parayi', 'yansıtıyorsunuz', 'cekim', 'yapılacagina', 'dair', 'mesaj', 'sifre', 'hicbirsey', 'gelmedi', 'bunu', 'acilen', 'halledin', 'boş', 'boş', 'giden', 'parayı', 'iade', 'edin']","k, k, o, p, p"
"['turkcell', 'paycell', 'haksiz', 'kazanç', 'sağliyor', 'ki̇mse', 'bulaşmasin', 'mobi̇l', 'ödeme', 'paycell', 'para', 'tuzağidir', 'töhaş', 'geç', 'tahsi̇lat', 'bedeli̇', 'adi', 'altinda', 'vurgun', 'yapiyor', 'haberi̇ni̇z', 'olsun']","p, ö, b, b, t"
"['uygulamayı', 'sevmedim', 'puan', 'puan', 'veriyor', 'yada', 'versin', 'bide', 'ben', 'puan', 'kazanıyorum', 'puan', 'gelmiyor', 'yada', 'şöyle', 'oluyor', 'aydır', 'yapıyorum', 'puandayim', 'puanlarım', 'oluyorsa', 'siliniyor', 'zaten', 'uygulama', 'aadece', 'puan', 'kazanıyorum', 'sağlıklı', 'günler']","p, p, p, y, k"
"['para', 'yükledim', 'fiziksel', 'karttım', 'yok', 'fiziksel', 'kartım', 'olmadığı', 'parayı', 'geri', 'çekemiyormuşum', 'böyle', 'saçma', 'bişey', 'olmaz', 'ayrıca', 'yüklediğim', 'parayı', 'geri', 'çekebilmek', 'durumum', 'olsa', 'bile', 'işlem', 'ücreti', 'kesintisi', 'yapıyor', 'böyle', 'bir', 'saçmalık', 'olamaz', 'yazıklar', 'olsun', 'ileteceğim', 'aynı', 'seneryo', 'yazıklar', 'olsun']","p, k, o, y, k"
"['güncelleme', 'istiyor', 'güncelleme', 'yapamıyorum', 'sorun', 'olabilir']","g, i, g, y, g"
"['turkcell', 'bir', 'firmanın', 'yetersiz', 'olduğunu', 'görmek', 'üzücü', 'yaptığınız', 'paycell', 'uygulaması', 'yaptığı', 'kazan', 'kazan', 'yarışmasında', 'kazanmama', 'rağmen', 'puanlarımı', 'vermedi', 'soru', 'olan', 'parayı', 'cevaplama', 'anımda', 'aldı', 'böyle', 'bir', 'şirketin', 'dolandirmakla', 'ilgili', 'uygulama', 'kurması', 'üzücü']","y, k, p, f, r"
"['paycell', 'uygulamamdan', 'paycell', 'kartima', 'para', 'aktarirken', 'dahi', 'kesiyor', 'boyle', 'sacmalik', 'olamazdusunun', 'kendi', 'hesabinizdan', 'kendi', 'kartiniza', 'aktariyorsunuz', 'sirf', 'yuzden', 'sizden', 'talep', 'ediliyor', 'kredi', 'yada', 'banka', 'kartiniz', 'varsa', 'bence', 'tamamen', 'gereksiz', 'bir', 'uygulama']","k, b, k, k, k"
"['kesinlikle', 'kullanmayınher', 'kullanım', 'ücreti', 'ödersinizkredi', 'karti', 'debit', 'card', 'kullanin', 'iyi', 'paranız', 'cebinizde', 'kalsın', 'para', 'etmez', 'uygulama', 'türkcell', 'den', 'beklenirdimilleti', 'dolandirmak']","d, ö, c, p, ü"
"['ben', 'herhangi', 'bir', 'paycell', 'alışveriş', 'para', 'yükleme', 'paymadiğim', 'icincbende', 'kuruş', 'luk', 'para', 'kesti', 'ben', 'paramı', 'geri', 'alicagimi', 'bilmiyorum', 'bence', 'bir', 'yıldız', 'bile', 'fazla', 'uygulamaya']","p, p, b, p, a"
"['ininalde', 'falan', 'istemiyordu', 'karttimi', 'eklemek', 'icin', 'bunda', 'falan', 'istiyor', 'bence', 'istemegi', 'kaldirin', 'cok', 'sacma']","i, k, b, i, f"
"['bir', 'uygulama', 'salla', 'kaz', 'yapıyorum', 'geliyo', 'toplma', 'olur', 'sonra', 'bir', 'bakıyorum', 'düşmüş', 'böyle', 'olur', 'lan', 'yapıyor', 'saniz', 'adam', 'akıllı', 'yapin', 'lan']","k, b, a, d, y"
"['limiti', 'veriyorsunuz', 'nakite', 'çeviremiyoruz', 'hazır', 'limit', 'yazıyor', 'kullanamiyoruz', 'yönü', 'iyi', 'deil', 'limit', 'yüksek', 'olsa', 'nakite', 'cevirme', 'online', 'olsa', 'süper', 'bir', 'uygulama', 'dedigim', 'işte', 'kredi', 'yetersiz', 'kullandırim', 'mabil', 'ödeme', 'dışında', 'yapılmıyor']","i, k, l, l, y"
"['soygun', 'vurgun', 'ararsan', 'var', 'amk', 'karti̇nda', 'beni̇', 'karrta', 'geçi̇rten', 'cocugu', 'oldurdum', 'boyle', 'kart', 'olmaz', 'olsun', 'si̇li̇yorum', 'seyi̇mi̇']","b, k, o, c, k"
"['salla', 'topla', 'yapıyorsun', 'belli', 'bir', 'puana', 'ulaşamadan', 'elinde', 'olan', 'puanlar', 'bir', 'zaman', 'sonra', 'siliniyor', 'ödemelerini', 'paycell', 'üstünden', 'yapman', 'lazım', 'belirli', 'bir', 'puana', 'ulaşasın', 'saçmalık', 'bence']","p, p, p, u, o"
"['bence', 'önceden', 'güzeldi', 'şimdi', 'ßoş', 'bir', 'uygulama', 'kesinlikle', 'tavsiye', 'etmiyorum', 'aldığım', 'puanlar', 'zaten', 'hafta', 'boyunca', 'puan', 'puanında', 'hicbir', 'değeri', 'yok', 'üstelik', 'haftada', 'bitiyor', 'böyle', 'bir', 'saçmalık', 'olur']","ü, a, h, p, z"
"['hesabıma', 'birikmiş', 'bin', 'liramı', 'yatırdım', 'allah', 'belalarını', 'versin', 'parama', 'koydular', 'vermiyorlar', 'müşteri', 'hizmetlerini', 'arıyorum', 'paramı', 'almak', 'istedigimi', 'söylüyorum', 'miktar', 'muş', 'onun', 'denetlenmesi', 'gerekiyor', 'muş', 'denetleme', 'bitince', 'verecekler', 'miş', 'oldu', 'zehir', 'olsun', 'allah', 'bin', 'belasını', 'versin', 'hala', 'para', 'yok', 'sakın', 'almayında', 'kullanmanmayında', 'asıl', 'dolandırıcı', 'bunlar']","p, p, v, h, a"
"['cok', 'iyi']","c, i, c"
"['kapattiddigim', 'hâlde', 'hala', 'para', 'kesiyorsunuz', 'haram', 'olsun', 'ilgili', 'resmi', 'makamlara', 'pazartesiden', 'itibaren', 'baş', 'vurulacak', 'dolandırıcı', 'sistem', 'deşifre', 'edilecek']","d, d, p, k, k"
"['iyi', 'değil', 'ağır', 'çalışıyor']","a, i, d, ç, a"
"['berbat', 'uygulama', 'yıldız', 'bile', 'bence']","b, y, b, y, u"
