Yorum,Puan,Tarih
"harika, çok güzel. çok memnunum",5,2020-05-02 15:03:03
Süper,5,2020-05-02 14:53:01
Çok güzel bir uygulama harcadıkça kazandırıyor.,5,2020-05-02 14:50:43
Paycel yapımcıları lütfen sorunumu duzeltin sifremi unuttum ve telefonla format attım ve o yüzden gmail hesabını da bilmiyorum nasıl hesabıma girecem yardımcı olun lütfen örneğin telefonuma kod gelsin o kod da sifrem olsjn,2,2020-05-02 14:44:55
Çok iyi,5,2020-05-02 14:39:29
Ahja,5,2020-05-02 14:38:30
Güzel,3,2020-05-02 13:54:49
İyi,4,2020-05-02 13:43:11
👌,5,2020-05-02 13:04:28
Ben beğendim,5,2020-05-02 12:58:19
İyi,5,2020-05-02 12:31:24
Süper,5,2020-05-02 12:24:10
Çok güzel,5,2020-05-02 12:14:02
🤙🏾🤙🏾,5,2020-05-02 12:11:53
Güzel olmuş... 10 gündür kullanıyorum çok güzel ama temassız kart olsa daha iyi olmazmıydı...,5,2020-05-02 11:56:47
Daha önce neredeydiniz.,5,2020-05-02 11:18:24
Paycell puan pubg mobile icin uc alcam pua verin,5,2020-05-02 11:08:49
Süper,5,2020-05-02 11:06:07
Bence harika,5,2020-05-02 11:05:40
🖤👌,5,2020-05-02 11:02:19
Harika bir uygulama,5,2020-05-02 11:01:32
V3nce harika amk,5,2020-05-02 10:49:39
Guzel,5,2020-05-02 10:42:12
Süper,5,2020-05-02 09:34:37
Bence acayip muhteşem bir uygulama aşırı iyi bir hizmet vermekte,5,2020-05-02 08:46:17
Elinize sağlık,5,2020-05-02 08:36:26
Efsana bir uyg ma herkese tavsiye ediyorum,5,2020-05-02 08:29:04
Çok iyi bir uygulama,5,2020-05-02 06:10:35
Çok iyi,5,2020-05-02 04:39:53
Harika,5,2020-05-02 04:25:44
Çok güzel,5,2020-05-02 04:13:36
Çok güzel,4,2020-05-02 04:03:02
Iyi benve,5,2020-05-02 03:49:08
İyi at ya 22ooacn,5,2020-05-02 03:28:55
Puanı biraz fazla verseniz iyi. Olur,5,2020-05-02 03:18:32
Harika,5,2020-05-02 03:08:09
Çok müthiş bir uygulama,5,2020-05-02 03:05:28
Paycell görevi nedir anlamadim,5,2020-05-02 02:59:45
Bence harika,5,2020-05-02 02:00:47
Syper,5,2020-05-02 01:35:54
10 numara uygulama,5,2020-05-02 01:28:36
Sanal kart ücretlimi . Bakiyemi kredi kartına aktarabilirmiyim,4,2020-05-02 01:22:14
Güzel,5,2020-05-02 01:19:00
Lânet bir uygulama puanım olmasına rağmen ve şifremi kabul etmeyip mail adresime mail gönderdiğini söylüyor külliyen yalan sonrada hesabımın donduruldugunu söylüyor bu nasıl bir iş bu nasıl bir firma ya !!!!!,1,2020-05-02 01:01:33
Şok marketlerde geçiyor diyor ama barkot okutma sistemi getirmişler çekim yapmıyor,1,2020-05-02 00:08:19
Harika,5,2020-05-02 00:05:30
Çok güzel uygulama,5,2020-05-02 00:01:12
Çok iyi uygulama,5,2020-05-02 00:00:33
Çok guzel,5,2020-05-01 23:59:34
Çok iyi ama puan kazanma artırılırsa sevinirmm,5,2020-05-01 23:44:23
Süper,5,2020-05-01 23:33:04
Gördüğüm en güzel uygulama😍,5,2020-05-01 23:32:54
Süper,5,2020-05-01 23:21:36
Çok güzel kullanışlı,5,2020-05-01 23:21:05
Güzel uygulama,5,2020-05-01 23:14:51
Çok güzel,5,2020-05-01 23:10:29
Puanları harcama mecburiyeti olmasa daha iyi olacak 4 yıldız yeter,4,2020-05-01 22:50:56
Guzel,5,2020-05-01 22:26:16
😂😂,5,2020-05-01 22:15:46
Güzel,5,2020-05-01 22:08:28
"arkadaş bu ne rezillik yahu. yıl olmuş 2020, bankalar bile hiçbir işlemden masraf almıyor artık, bu arkadaş (pardon kanka!) karta para yüklerken para, harcama yaparken para, bi de şimdi farkettim ki aylık üyelik ücreti adı altında para alıyor. kampanyaya katılmıştım o yüklensin bi harcayayım da anında siliyorum uygulamayı.",1,2020-05-01 22:07:43
Çok güzel bir sistem içinde bulunduğumu memnuniyetle ifade etmek istiyorum.,5,2020-05-01 22:07:23
Harika,5,2020-05-01 22:04:19
müqq bir uygulama,5,2020-05-01 22:02:04
Süper,5,2020-05-01 21:58:31
Guzel,5,2020-05-01 21:53:15
Harika,5,2020-05-01 21:36:15
Süper,5,2020-05-01 21:33:58
İyi,5,2020-05-01 21:26:42
Başarılı,4,2020-05-01 21:22:09
Bu uygulama olmasa pubg mobile de uc alamazdım herkes indirsin her perşembe salla puan al rp ac,5,2020-05-01 21:21:15
Çok güzel,1,2020-05-01 21:20:37
Paycell puan hala devam ediyor mu,5,2020-05-01 21:19:58
Harika,5,2020-05-01 21:16:11
Fenasal,5,2020-05-01 21:07:31
Kim ne derse desin yenilikçi bi sistem diğer abonelerde yok en azından,5,2020-05-01 20:56:48
Harika,5,2020-05-01 20:35:38
Ben cok begendim hem faturalari bakiye yukleme hemde puan toplayarak gimluk ve haftalik internet kazanabiliyorsunuz,5,2020-05-01 20:34:26
Güzel,5,2020-05-01 20:32:32
Harıka,5,2020-05-01 20:31:29
Bı,5,2020-05-01 20:21:03
Elinize sağlık işime çok yarıyor.,5,2020-05-01 20:13:47
Vallah hiç sevmedin,5,2020-05-01 19:55:55
bence çok iyi bir uygulama,3,2020-05-01 19:55:44
Niye hep 100 puan veriyor,4,2020-05-01 19:55:37
Beğendiğim ve severek kullandığım uygulamalar arasına seni de ekledim bence harika ve hakkını veriyor 👍👍,5,2020-05-01 19:44:22
Harika,5,2020-05-01 19:21:41
Harika bı uygulama,5,2020-05-01 19:21:32
Iyi,5,2020-05-01 19:16:35
Bence harika.☺,5,2020-05-01 18:48:21
Cok guzel,5,2020-05-01 18:44:59
Mükemmel,5,2020-05-01 18:28:16
👏,5,2020-05-01 18:23:53
Fena deil,5,2020-05-01 18:13:03
Good boys,5,2020-05-01 18:09:32
Mükemmel,5,2020-05-01 17:46:25
Supper,5,2020-05-01 17:41:56
Çok kullanışlı teşşekür ederim...,5,2020-05-01 17:27:46
Gayet güzel ve kolay bir uygulama,5,2020-05-01 17:24:18
Mükemmel,5,2020-05-01 17:17:55
Ben uygulama şifremi unuttum giriş yapamıyorum lütfen bana yardımcı olur musunuz rica ediyorum,5,2020-05-01 17:01:32
Çok güzel,5,2020-05-01 16:53:37
Mükemmel in ötesi,5,2020-05-01 16:43:09
Efsoo,5,2020-05-01 16:16:02
Süper,5,2020-05-01 16:02:45
Harika bir uygulama herkeze tavsiye ederim puanlarla internet kazanajiliyorsunuz,5,2020-05-01 15:59:33
Olmuyor ki çok denedim. Yardımcı olurnusunz lütfen,1,2020-05-01 15:55:45
Guzel bir uygulama,5,2020-05-01 15:48:15
Çok iyi,5,2020-05-01 15:42:23
Harika yalnız işlem üçreti sizin hizmetinize gölge düşürüyor.,5,2020-05-01 15:27:24
Birincisi salla topla da puanlar çok az veriliyor ikincisi ise hediyelerin puanları çok yüksek acilen bunu düzeltilmesini isterim.Birde herkese bir 10 tl google playdan hediye dağıtılmasını isterim .,1,2020-05-01 15:20:18
cok güzellll,5,2020-05-01 15:18:20
Cok güzel bir uygulama,5,2020-05-01 15:02:32
Mükemmel,5,2020-05-01 15:01:26
Saglam,5,2020-05-01 14:46:55
Paket yaparken eror sıkıntısı veriyor nasıl düzelir.,2,2020-05-01 14:45:02
Güzel kullanışlı faydalı bi uygulama,5,2020-05-01 14:37:10
Yüklenmiyor,1,2020-05-01 14:32:26
Merhaba ben bülent hayatımı kolaylaştıran bir uygulama bravoo diyorum,5,2020-05-01 14:25:36
Çok az puan veriyorsunuz. Lutfen yüksek miktarlı puanlarda ekleyin.,3,2020-05-01 14:25:34
Çok beğendim,5,2020-05-01 14:21:19
Cok iyi,3,2020-05-01 14:17:57
👍👍,5,2020-05-01 14:14:30
Bursluluk kartı neden eklenmiyor ve 3 d secure açılmıyor ben de,1,2020-05-01 14:06:06
Efsane,5,2020-05-01 13:58:11
Iyi,5,2020-05-01 13:44:40
Çoook iyi,5,2020-05-01 13:43:38
harika,5,2020-05-01 13:32:43
Bence mükemmel bir uygulama herkese tavsiye ederim,5,2020-05-01 13:32:34
Güzel,5,2020-05-01 13:31:54
Güzel olmuş,5,2020-05-01 13:27:46
👍👍👍👍,5,2020-05-01 13:26:54
Güzel bişeye benziyor fakat 1000 puanla alınan GB günlük değil haftalık olsa daha iyi olur..........,4,2020-05-01 13:10:35
Çok güzel bir uygulama herkese tercih ederim elinize emeğinize sağlık...,5,2020-05-01 13:01:03
Husel,4,2020-05-01 12:58:14
Tl yüklemesi yaptım puanım gelmedi 2defa böyle oldu 3. sefer de olursa kaldırırım bu hata yüzünden 1 yıldız veriyorum,1,2020-05-01 12:56:31
Öyle metin bir uygulamada deyil,2,2020-05-01 12:53:41
😂🖒,5,2020-05-01 12:52:39
👍,5,2020-05-01 12:50:30
Harikaaa,5,2020-05-01 12:48:26
Çok güzel,5,2020-05-01 12:47:12
Dolandırıcıl sayfaya bakmak için girdim nerdeyse 50 tl lik kesim yapılmış yazıktır,1,2020-05-01 12:37:36
Good,5,2020-05-01 12:30:33
Guzel,4,2020-05-01 12:19:09
Mükemmel bir uygulama,5,2020-05-01 12:09:19
Güzel kolaylaştirici,5,2020-05-01 12:06:00
Güzel,5,2020-05-01 12:05:04
Pratik,5,2020-05-01 11:51:08
Muhteşem,5,2020-05-01 11:46:54
Harika 👍🏻,5,2020-05-01 11:33:23
Güzelll❤,5,2020-05-01 11:22:56
Kullanışlı,5,2020-05-01 11:21:50
abi yok böyle bişey bedava internet turkcelliyseniz hemen yükleyin bence 10 yıldız hakediyor,5,2020-05-01 11:05:47
Çok güzel,5,2020-05-01 11:04:59
Güzel,4,2020-05-01 11:00:07
çok faydalı buldum,5,2020-05-01 10:57:02
Gayet güzel,5,2020-05-01 10:51:24
Berbat berbat hiç güzel değil oturum açmama izin vermedi zararlı yazılım tespit edildi falan dedi bu şekilde hesap açamadım çok kötü sakın yüklemeyin,1,2020-05-01 10:30:07
Müşteri yorumlarını okudum ve payslli olmaktan vaz geçtim son yorumlardan anladığım kadarıyla kimse memnun değil.,1,2020-05-01 10:27:40
Iyi,5,2020-05-01 10:21:00
Muhteşem,5,2020-05-01 10:15:38
Kaliteli uygulama,5,2020-05-01 10:14:57
Çok güzeş,4,2020-05-01 09:47:03
❤❤❤❤,5,2020-05-01 09:42:32
Bugün paycel hesabının kapandığını öğrendim neden kapandı bır açıklama yaparmisiniz!,1,2020-05-01 09:01:29
Çok memlun kaldim,4,2020-05-01 08:47:44
Harika,5,2020-05-01 08:01:09
Keyfini çıkarın bence,5,2020-05-01 07:26:04
Mükemmel bir uygulama,5,2020-05-01 06:45:04
Onnumara beş yıldız,5,2020-05-01 06:09:12
Süper bir uygulama,5,2020-05-01 05:09:24
Güzel,5,2020-05-01 04:30:42
Çohhh güzel sevdim bunu,5,2020-05-01 04:07:33
Puanlar puanlar,5,2020-05-01 04:06:28
Çok iyi,5,2020-05-01 03:57:21
👍👍,5,2020-05-01 03:55:30
Harika,5,2020-05-01 03:45:02
Harika bir uygulama ailenizin ve kendi faturalarınızı kolaylıkla ödeyebilir evden hiç kafa yormadan hesap açabilir kontrol edebilir puan kazanıp paraya veya ürün almanıza olanak saplayan puanlama sitemine sahip kesinlikle tavsiye ederim ancak ailenizden ve sizin ödemelerinizden başka ödemeler yapmayın sakın ceza albilir hesabınız askıya alına bilir,4,2020-05-01 03:33:29
Seviyorum bu uygukamyi,5,2020-05-01 03:31:30
Anlatmaya gerek yok,5,2020-05-01 03:27:47
ÇOK GÜZEL 1 UYGULAMA,5,2020-05-01 03:14:38
Güzell,5,2020-05-01 03:13:23
On numara beş yıldız bi program ❤️,5,2020-05-01 02:52:36
Ben yeniyim türkcell hattim var ve limit sorunu yasiyorum yurt disindayim ve ödeme yapmiyor bu istir anlamadim acin su limiti,5,2020-05-01 02:51:15
Ben çok sevdim,5,2020-05-01 02:47:56
Süper,5,2020-05-01 02:12:57
Süper,5,2020-05-01 01:50:32
Güzel uygulama,5,2020-05-01 01:47:55
Harkulade,5,2020-05-01 01:38:36
Efsane uygulama bence hemen indirin,5,2020-05-01 01:35:42
Çok ihi,5,2020-05-01 01:31:16
Gerçekten güzel bir uygulama paysel sen çok yaşa,5,2020-05-01 01:31:16
Çok beğendim çok basarili,5,2020-05-01 01:22:30
Çok iyi bir uygulama,5,2020-05-01 01:20:15
👍,5,2020-05-01 01:19:35
Çok iyi,5,2020-05-01 01:12:03
Harika bi uygulama,5,2020-05-01 01:05:53
Çok güzel bir uygulama,5,2020-05-01 01:02:04
Guzel,5,2020-05-01 00:59:16
İyi işe yariyo,5,2020-05-01 00:55:39
İyi,5,2020-05-01 00:54:00
Harika,5,2020-05-01 00:51:47
Banka değil KANKA,5,2020-05-01 00:49:32
Süper,5,2020-05-01 00:43:46
Mükemmel,5,2020-05-01 00:38:21
Mukemel tavsiye ederim,5,2020-05-01 00:38:10
Çok güzel bir uygulama bence,5,2020-05-01 00:37:19
Harikaa,5,2020-05-01 00:33:38
🍓,5,2020-05-01 00:24:53
Harika,5,2020-05-01 00:21:58
Kötü,5,2020-05-01 00:18:30
Çok güzel bir uygulama öneririm ✋✋,5,2020-05-01 00:16:17
Çok beğendim ilk defa,5,2020-05-01 00:15:21
Bence çok iyi bir uygulama,5,2020-05-01 00:14:16
Mükemmel,5,2020-05-01 00:13:29
Ödeme alındı diyor..ama cip gelmedi..ilhilenirmisiniz,1,2020-05-01 00:13:16
Harika,5,2020-05-01 00:09:25
Harika,5,2020-05-01 00:03:27
Çok güzel bir uygulama,5,2020-04-30 23:43:21
Harika bir uygulama ödeme kolaylığı ve güvenliği harika,4,2020-04-30 23:35:42
Çok iyi,5,2020-04-30 23:25:59
Süper,5,2020-04-30 23:24:22
Harika,5,2020-04-30 23:12:26
Mükemmel,5,2020-04-30 23:10:34
Güzel bir uygulama ama ödüller çok fazla puan istiyor biraz düşürülürse daha iyi olur,5,2020-04-30 23:09:24
Harika Bir Uygulama Çok sayıda Kampanyalar var Çok iyi internet Kazandırıyo Puan Toplayıp bir çok şey alınıyor Bence Herkes Paycell Kart Alıp Uygulamayı Indirsin,5,2020-04-30 22:30:01
Super,5,2020-04-30 22:25:00
Harikaa,5,2020-04-30 22:12:14
teşekkürler bankam,5,2020-04-30 21:58:47
Super,5,2020-04-30 21:57:32
Cok az puan veriyo,2,2020-04-30 21:31:11
Mükemmel,5,2020-04-30 20:52:11
Harika,5,2020-04-30 20:40:15
Turkcel den nefret ediyorum..her sene benden anlaşılmaz nedenlerle en ez 150_200tl gasp ediyor...yok ödenmemiş fatura v.s. ödenmemiş faturam yok üstelik bu olağan üstü günlerde telefonumu kapattı.. haram olsun ..şu günler geçsin bunun peşini bırakmıyacağım.. ben hala hukuk diye bir şey vara inananlardanım.. Allah belanızı versin,1,2020-04-30 20:25:16
♥️,3,2020-04-30 20:08:58
Güzel,5,2020-04-30 20:04:05
Cok iyi bir uygulama tafsiye ederim herkese,5,2020-04-30 19:24:26
Uygulama gayet idael basit ve kullanışlı ama şöyle bi sorun varki salla toplada dilenciye 25 krş atar gibi 100 puan veriyo salla topla zaten 5 günde 1 yapılıyo 5 gün bekleyip 100 puan vermesi biraz kötü bence ama 300 ve 500 puan verdiğinede denk geldim ama çok nadir arttırılırsa mutlu olurum kolay gelsin,3,2020-04-30 19:11:03
Mükemmel👍👍👍,5,2020-04-30 19:09:40
Çok iyi puan toplayarak inteenette aliyorsunuz google play kod bir suru sey efsane program,5,2020-04-30 19:08:18
Harika,5,2020-04-30 19:03:21
İşlem gerçekleşiyor bu güzel ama elektrik faturasında kurum da Toroslar Tedaş bulunmuyor lütfen çare bulunsun artıkkk...,3,2020-04-30 19:01:00
Harika,5,2020-04-30 18:31:01
Çok iyi bir uygulama,5,2020-04-30 18:12:53
Süper,5,2020-04-30 18:09:00
👌,5,2020-04-30 18:06:46
Başarılı bir uygulama. Her ihtiyacı karşılıyor,5,2020-04-30 17:42:19
Harika bir uygulama. Başarılarınızın devamını dilerim.,5,2020-04-30 17:38:38
Harika her işe yarıyor,5,2020-04-30 17:28:15
Neden kalıcı paycell puan vermiyorsunuz bide mobil ödeme üyelik bedeli var ayda bide 5 TL ona ödüyorum kapatmak istedim kapatamadım bari paycell puanı kalıcı olsun ve güncelleme yaptığımızda 200 paycell puan verin,5,2020-04-30 17:22:37
Süpet,5,2020-04-30 17:19:05
Hızlı kolay ve anlaşılır uygulama olmuş 🥰,5,2020-04-30 17:14:23
Cok iyi,5,2020-04-30 17:05:24
On numara,5,2020-04-30 16:55:05
Süper,5,2020-04-30 16:46:40
Çok İyi,5,2020-04-30 16:37:10
cok iyi,5,2020-04-30 16:19:31
Bence harika,5,2020-04-30 16:16:36
şimdilik iyi sonrasına bakıcaz,5,2020-04-30 16:02:21
Süper uygulama herkese tafsiye ederim,5,2020-04-30 15:59:18
Kalan borcum nekadar,4,2020-04-30 15:52:56
Cok guzel,5,2020-04-30 15:50:24
Çok teşekkür ediyorum gerçekten çok güzel bir uygulama,5,2020-04-30 15:45:27
Çok güzel beğendim harika,5,2020-04-30 15:28:36
Ben eskiden turkcell dim ama tekrar eski öperatörüm yani turkcell e geri döneceğim herşeyi ile mükemmel bir öperator,5,2020-04-30 15:23:11
"Rakiplerinize(Papara) göre aylık ücret almanız, Sinek ufak mide bulandırıyor derler ya. Bundan sonra kartınızı kullanmayı düşünmüyorum. Zira Qr okuyucularınızın olduğu yerlerdeki personeller (Burger King) bu okuyucuların aktif olmadığını söyledi. 10 tl lik aldığım kartta temassız bile yokken neden sizi kullanayım. Kampanyalarda da göz alıcı birşey yok",1,2020-04-30 15:19:49
Çok iyi uygulama,5,2020-04-30 15:19:04
Güzel,5,2020-04-30 15:11:20
Cooook iyi,5,2020-04-30 15:05:45
Süper,5,2020-04-30 15:03:37
👍,5,2020-04-30 15:03:19
Harika,5,2020-04-30 14:58:44
Paycel puanı ayda 1 değil herzaman paylaşılsın ayrıca puanında herzaman kullanabilelim,4,2020-04-30 14:55:06
Bune arkadaş kart bilgisi giriyorum 3d dogrulamada şifre gelmiyor,1,2020-04-30 14:51:52
Harika bi uygulama bayıldım😊,5,2020-04-30 14:49:01
Mükemmel,5,2020-04-30 14:48:56
Cok memnun kaldım,5,2020-04-30 14:39:20
Şifreyi hatalı giridim diye bir daha açılmadı,1,2020-04-30 14:19:23
Sanal kart şifremi unuttum e postamıda hatırlamıyorum yeni şifre nerde alabilirim,5,2020-04-30 14:14:09
Güzel uygulama,5,2020-04-30 14:11:19
Çok güzel ama İnternet puğan larını düşürebilirsiniz mesela 10 GB 15000 değilde 10000 olabilir,5,2020-04-30 14:07:01
Çok iyi,5,2020-04-30 14:05:10
Giriyorum telefona gelen şifre giriyorum yanlış diyo anlamadım,1,2020-04-30 14:00:29
Güzel,5,2020-04-30 14:00:06
Süper,5,2020-04-30 13:52:47
Efsane,5,2020-04-30 13:50:31
Harika,5,2020-04-30 13:37:01
mükemmel bir uygulama,5,2020-04-30 13:25:28
Guzellllll begendimmm,5,2020-04-30 13:22:05
Süper,5,2020-04-30 13:17:54
Çok iyi,5,2020-04-30 13:07:27
On numara uygulama,5,2020-04-30 12:58:17
Teşekkür ederim,4,2020-04-30 12:56:57
Harika,5,2020-04-30 12:45:50
Harika bir uygulama,5,2020-04-30 12:42:55
Çok güzel 👄❤,5,2020-04-30 12:37:31
Mutis,4,2020-04-30 12:22:02
k ve dg,5,2020-04-30 12:21:14
👍🏿👌,5,2020-04-30 12:09:17
cok iyi ama hediyede verse gunuk daha iyi😀,5,2020-04-30 12:06:55
Güzell beğendim👍,5,2020-04-30 11:39:52
Harika,5,2020-04-30 11:31:10
Harika,5,2020-04-30 11:23:07
Süper,5,2020-04-30 11:14:14
Cok basarili,5,2020-04-30 11:03:51
👍,5,2020-04-30 11:00:26
güzel,3,2020-04-30 10:59:51
Süper,5,2020-04-30 10:52:21
Teşekkürler Turkcell nice beraberinde mutlu günlere lütfen evde kalın,5,2020-04-30 10:50:11
Güzel,5,2020-04-30 10:48:37
Mukemmel bir uygulama daha iyisi yapilamazdi,5,2020-04-30 10:48:35
TÜRKSELİ OLDUGUM İCİN UTANİYORUM VODAFONE GEÇİN TÜRK TLKOM A GEÇİN TÜRKSEL BOŞTUR,1,2020-04-30 10:42:09
Cok iy hizmet veriyor,2,2020-04-30 10:34:39
Bence harikaa,5,2020-04-30 10:27:00
Muhteşem bir uygulama🤗,5,2020-04-30 10:21:22
Süper 👍,5,2020-04-30 10:18:01
Süper ama komisyon almasanız daha iyi,5,2020-04-30 10:10:49
beş para etmez para tuzaği sala kazan yapiyon 100 puan veriyor 500 mb verecek neymiş ayda bir alacakmisiz,1,2020-04-30 10:05:43
Delal e... 😊,5,2020-04-30 09:53:45
Lan fistik gibi uygulama salla kazan hakida var hem internet veriyor hemde puan puan biriktirerek internet alabiliyosunuz emegi gecen herkeze tesekurler,5,2020-04-30 09:25:47
Harika,5,2020-04-30 09:05:59
Guzel,5,2020-04-30 08:56:51
süper bir uygulama,5,2020-04-30 08:55:19
Guzel,5,2020-04-30 08:19:53
Süper birşey değerlisin 🤗,5,2020-04-30 08:00:11
super otesi...salla kazandan kazandigim puani paycellde internete cevirdim.,4,2020-04-30 07:31:43
Harika,5,2020-04-30 04:45:11
Müthissss,4,2020-04-30 03:15:21
Iyi,5,2020-04-30 02:58:58
Çok güzel,5,2020-04-30 02:57:45
Süper bi uygulama,5,2020-04-30 02:49:22
Süper,5,2020-04-30 02:33:14
Güzel uygulama . Bence kullanişli,5,2020-04-30 02:28:12
Mükemmel bir uygulama,5,2020-04-30 02:25:49
Güzel.,4,2020-04-30 02:13:29
Gayet guzel,5,2020-04-30 01:54:06
Iyi,5,2020-04-30 01:50:52
Başarılı olmuş,5,2020-04-30 01:42:56
Hiç güzel değil haftada zaten bir gün oluyo oda 100 puan...çok az bari 200 olsun oda az ama ona bile şükür ama 100 nedir ya..,1,2020-04-30 01:35:09
Hâlâ bir işlem yapamıyorum,1,2020-04-30 01:32:47
Harika,5,2020-04-30 01:30:22
GOOZIL,5,2020-04-30 01:25:26
"Yorumları okudum yüklediğim şekilde hemen sildim,onlarca insan memnun kalmamış demek ki tüketici yararına birşey değil diye düşünüyorum.",1,2020-04-30 01:15:15
nice,5,2020-04-30 01:00:16
Çok hoşuma gitti ve puan durumları çok ideal,5,2020-04-30 00:46:52
İyi bakalım görelim,5,2020-04-30 00:31:33
Cok gue,4,2020-04-30 00:23:39
bence harika 😍😍,5,2020-04-30 00:09:54
Çok güzel bir uygulama bence erkez denesin bedava internet bedava tl falan veriyor çok güzel,5,2020-04-30 00:05:39
Süper,5,2020-04-29 23:50:48
👍,5,2020-04-29 23:50:35
"Kuponlarım bölümüne Kitapseç, Bkm gibi kitap sitelerinin kuponlarınıda eklerseniz çok güzel olur.Diğer kuponlar işime yaramıyor. Yorumumu göz ardı etmezseniz sevinirim.",5,2020-04-29 23:20:57
çok iyi bir uygulama zaten türkcell den başka ne beklenir gerçekten banka değil kanka,5,2020-04-29 22:48:27
Mükemmel,5,2020-04-29 22:12:55
Harika,5,2020-04-29 22:03:43
Harika,5,2020-04-29 21:56:45
E ticaret kampanyanıza katıldım. Benim alışverişimden sonra kampanyaya ek madde ekleyerek 25 TL yi ödemediniz. Hiç güven vermiyorsunuz.itirazımda cevabınız paycell kampanya şartlarını değiştirme hakkına sahiptir. O zaman yapmayın. Her yerde yazıyorum bunu bilginiz olsun.,1,2020-04-29 21:55:41
İyiymiş,5,2020-04-29 21:30:07
Eğer 5 10 gün ederseniz puan paylaşımını 5 yıldız veririm,4,2020-04-29 21:25:45
Iyi,3,2020-04-29 21:11:58
Harika bir uygulama teşekkürler türksel,5,2020-04-29 21:07:42
Çok güzel,5,2020-04-29 20:59:18
Harika,5,2020-04-29 20:38:05
Lüften Şu aylık puan kullanmayı kaldırın sırf puan kazanıp internet yapmak için alışveriş yapıyorum bir ay puan kullanmayı bekletmeyin,5,2020-04-29 20:18:39
Şu her hediyeden ayda bir kere faydalanma kuralını kaldırsanız 5 yıldız verecem bir hediye almak için 1 ay beklememiz mi lazım yaw,3,2020-04-29 20:16:30
Harıka,5,2020-04-29 20:10:34
Süper,5,2020-04-29 20:04:19
İyi olmuş,5,2020-04-29 20:00:19
Güzel kart,5,2020-04-29 19:57:29
Harika gerçekten her işlemi buradan yapıyorum tebrik ediyorum bunu yapanları,5,2020-04-29 19:28:42
👍,5,2020-04-29 19:17:30
Çok iyi,5,2020-04-29 19:11:44
Güzel basit bir uygulama yeni indirdim umarım sıkıntı çıkmaz,5,2020-04-29 19:07:02
Harika yayin,5,2020-04-29 19:01:00
Paycell milleti kandriyor 2020 yılı 20 ve 30 Nisan arasında giriş yapan herkese 3 günlük süreyle 15₺ dağıtilcagini söyleyip dagitmamistir bugün katil oyuncu yazıp 2255 e gonderdgmde ise anaktar kelime hatası veriyor paycell son zamanlarda beklenmedik şeyler yaparak Turkcell ailesini üzüyor bu durumu Turkcell bizzat bilgilendircegim ya insan kayriliyor yada insanlar kandriliyor bunun başka açıklaması yok yaptgniz ayıptır ramazandayiz biz af edsek Allah af edmez yazıklar olsun size,5,2020-04-29 18:59:20
Yeni denemeye başladım şimdilik harika,5,2020-04-29 18:58:34
Superrr,5,2020-04-29 18:57:11
Hic puan vermiyorum diğer şirketler indirime gitti siz fiatları yükseltiyorsunuz kampanya bitince bırakacam zeten cok da verimli kullanamıyorum çoğu zaman çekmiyor,1,2020-04-29 18:51:26
İyi,5,2020-04-29 18:45:37
Mükemmel,5,2020-04-29 18:28:57
Güzel,5,2020-04-29 18:23:50
Süper olmuş uygulama ellerinize sağlık,5,2020-04-29 18:23:24
Süper,5,2020-04-29 18:15:10
👍👍👍👍,5,2020-04-29 17:57:03
Super,5,2020-04-29 17:25:34
Harikasınız teşekkürler,5,2020-04-29 17:07:38
Çok güzel uygulama her keze tafsiye edrim,5,2020-04-29 17:04:18
On numara beş yıldız.,5,2020-04-29 16:54:19
Harika uygulama,5,2020-04-29 16:34:37
Harika,4,2020-04-29 16:24:17
Kampanyalar fırsatlar hepsi yalan 10 tl harcamaya dijital platformda 50 tl hediye diye bi kampanya var 40 tl harcadım tek seferde ama öyle bi hediye vermedi,1,2020-04-29 16:21:23
Çok iyi,4,2020-04-29 16:17:04
Güzel,5,2020-04-29 16:09:24
Çok iyi,5,2020-04-29 16:01:38
Harika bir uygulama,5,2020-04-29 16:00:51
Gerçekten berbat ve ötesi bi uygulama uygulamaya giriş dahi yapamıyorum hata veriyor yüklediğim paralar olduğu gibi duruyor buna bi çare getirecek misiniz yada başka hatta mı geçmem lazım!,1,2020-04-29 15:58:09
👍👍👍,5,2020-04-29 15:56:42
Giriş yapılamadığı için 1 yıldız işleminizi gerçekleştiremiyoruz diyor sürekli,1,2020-04-29 15:54:45
Bu sabah telefonunuza 50 puan paycell e yüklendi diye bir mesaj geldi Turkcelden hediyem dünyama girip kullanabilirsiniz yazıyordu paycell kullanıcısı değildim merak ettiğim için indirdim fakat öyle bir puan gözükmüyor hatta taksit ödemeleriniz düzenli olursa aylık 1000 puan yüklenecek de yazıyordu nedir yani uygulama indirelim diye mi bunlar,3,2020-04-29 15:52:15
Uygulama açılmıyorki puan verelim turkcell kardeş...,1,2020-04-29 15:47:46
Paycell Kartında Para Olduğu Halde Oyun İnternet Alisverislerinde Dijital Para ve Mobil Ödeme Yetersiz Bakiye Diyor !,1,2020-04-29 15:40:35
Harika bi uygulama fırsatları çok iyi,5,2020-04-29 15:39:22
Mukemmel,5,2020-04-29 15:32:46
Surekli islem gerceklestirilemiyor hatasi veriyor !,3,2020-04-29 15:30:45
Dakka Başı Hata Veriyor.,1,2020-04-29 15:30:26
Süper,5,2020-04-29 15:27:58
