lemmas,Puan,Tarih
"['güzel', 'ancak', 'kampanya', 'katılım', 'üzeri', 'gerek', 'şura', 'ses', 'gönder', 'kal', 'hangi', 'cağ', 'bütün', 'katılım', 'üzeri', 'artık', 'aycell', 'kal', 'eski', 'usul']",3,2020-07-31 08:53:44
"['yeni', 'özellik', 'kullan']",2,2020-07-31 08:23:46
['efsane'],5,2020-07-31 07:53:22
"['herhalde', 'git', 'kapa']",2,2020-07-31 07:34:33
"['başka', 'hatta', 'tel', 'yükle', 'tel', 'görün']",1,2020-07-31 07:15:40
['muhteşem'],5,2020-07-31 06:43:09
['süper'],5,2020-07-31 02:39:02
"['tamamen', 'yalan']",1,2020-07-31 01:28:58
['güzel'],5,2020-07-31 01:27:20
"['memnun', 'kaldırım', 'siz', 'ftesekür']",5,2020-07-31 01:24:22
"['beğen', 'kampanya', 'güzel', 'fakat', 'fatura', 'öde', 'kısıtlıçoğu', 'firma', 'anlaşma', 'yokinternet', 'sat', 'puan', 'düşür', 'lazımkomisyonlarda', 'azaltilmali']",5,2020-07-31 01:09:38
['güzel'],5,2020-07-31 00:24:22
"['herkes', 'tavsiye']",5,2020-07-31 00:18:19
"['efsane', 'emek', 'gece', 'herkes', 'sağlık']",5,2020-07-31 00:15:14
"['yorum', 'oku', 'yok', 'kimi', 'para', 'kesinti', 'yok', 'mail', 'bakilmiyor', 'darende', 'kesinti', 'mail', 'kesinti', 'söyle', 'hemen', 'dönüş', 'parayida', 'geri', 'iade', 'mobil', 'üye', 'bedel', 'kesintilermaillere', 'geri', 'dönüş', 'siz', 'problem', 'var', 'tek', 'sıkıntı', 'kullandigimiz', 'puan', 'sadece', 'ayni', 'hediye', 'salla', 'topla', 'puan', 'hafta', 'ana', 'puan', 'kötü', 'i̇ldiz', 'ora', 'kes']",4,2020-07-30 23:55:10
"['salla', 'kazan', 'birçok', 'kazan', 'para', 'kazan', 'hesap', 'nakit']",1,2020-07-30 23:52:53
"['fazla', 'puan', 'ihtiyaç', 'var', 'bide', 'pub', 'alaca']",5,2020-07-30 23:06:46
"['telefon', 'çek', 'inşallah', 'doğru', 'önce']",5,2020-07-30 23:05:06
['güzel'],5,2020-07-30 22:52:17
['teşekkür'],5,2020-07-30 22:12:00
"['berbat', 'para', 'yükle', 'kurtar', 'uğraş']",1,2020-07-30 21:52:22
['süper'],5,2020-07-30 21:38:50
"['tuncel', 'ince', 'sıç']",1,2020-07-30 21:37:07
['güzel'],5,2020-07-30 21:25:49
"['yıldız', 'boş', 'yaklaşık', 'sene', 'kullan', 'memnun', 'geçen', 'gün', 'iyi', 'hal', 'ücret', 'kes', 'sebep', 'kısaç', 'anla', 'gerek', 'kredi', 'kart', 'aycell', 'kart', 'para', 'aktar', 'kredi', 'kart', 'belirli', 'miktar', 'ücret', 'kes', 'aycell', 'siz', 'mecburi', 'yansı', 'ücret', 'kart', 'kart', 'değiş', 'farket']",5,2020-07-30 21:24:01
['i̇nternet'],2,2020-07-30 21:20:44
['harika'],5,2020-07-30 21:00:04
"['güzel', 'miyavettin', 'beğendi']",5,2020-07-30 20:54:36
['mükemmel'],5,2020-07-30 20:50:11
['kullanisli'],5,2020-07-30 20:45:13
"['berbat', 'puan', 'yüksek', 'puan', 'son', 'zaman', 'puan', 'kır']",2,2020-07-30 20:37:37
"['aycell', 'salla', 'topla', 'puan', 'sür']",1,2020-07-30 19:37:34
"['yüz', 'turkcell', 'soğu', 'resmen', 'adam', 'soy']",1,2020-07-30 19:37:34
"['güzel', 'değil', 'sadece', 'paket', 'yükle', 'kullan', 'türkiye', 'paypal', 'direkt', 'paypal', 'geç']",2,2020-07-30 18:55:57
"['puan', 'kar', 'kendiliğinden', 'sil']",5,2020-07-30 18:55:20
['iyi'],3,2020-07-30 18:42:34
['süper'],5,2020-07-30 18:21:04
['güzel'],5,2020-07-30 18:18:50
"['dene', 'dene']",5,2020-07-30 18:12:21
['güzel'],5,2020-07-30 18:11:15
"['güzel', 'herkes', 'tavsiye']",5,2020-07-30 18:04:36
['süper'],5,2020-07-30 17:55:02
['güzel'],5,2020-07-30 17:26:50
"['alışveriş', 'sorun', 'yaşa', 'onay']",1,2020-07-30 17:13:13
"['para', 'kes']",1,2020-07-30 17:03:49
"['kredi', 'kart', 'iyi']",5,2020-07-30 17:01:18
['puan'],2,2020-07-30 16:58:01
['iyi'],5,2020-07-30 16:56:21
"['iyi', 'iyi']",5,2020-07-30 16:39:14
['mükemmel'],5,2020-07-30 16:32:09
['güzel'],5,2020-07-30 16:29:13
"['iyi', 'güzel']",5,2020-07-30 16:26:28
['efsane'],5,2020-07-30 16:00:40
"['taşak', 'geç', 'puan', 'hediye', 'puan', 'yat']",1,2020-07-30 15:54:20
"['çoooooook', 'güzel']",5,2020-07-30 15:41:08
['güzel'],5,2020-07-30 15:29:08
['iyi'],5,2020-07-30 15:22:11
['iyi'],5,2020-07-30 15:19:55
"['bey', 'akın', 'kesinlikle', 'oyun', 'para', 'yatır', 'kart', 'git', 'boş', 'para', 'yok', 'kart', 'kendi', 'sakın', 'kesinlikle', 'para', 'çöp']",5,2020-07-30 15:13:06
"['garip', 'yaaa', 'aycell', 'kart', 'yok']",3,2020-07-30 14:39:34
"['öde', 'aşırı', 'şekil', 'komisyon', 'genel', 'itibari', 'iyi']",5,2020-07-30 14:37:43
"['harika', 'i̇nternet', 'bankaciigini', 'kap', 'paycel', 'iyi', 'iki', 'tane', 'paycel', 'kart', 'var', 'limit', 'onarbindira']",5,2020-07-30 14:34:17
"['kampanya', 'falan', 'filan', 'inan', 'kardeş', 'geçen', 'işlem', 'bedava', 'oyun', 'para', 'bile', 'gönder', 'şimdi', 'bayram', 'harçlık', 'topla', 'kadar', 'topla', 'biz', 'siz', 'kadar', 'para', 'gönder', 'yalan']",3,2020-07-30 14:31:53
"['kazan', 'puan', 'sabit', 'kal', 'diğer', 'devret', 'güzel', 'puan', 'altın', 'puan', 'hiçbir', 'yara', 'birik', 'kaybol', 'git']",3,2020-07-30 14:28:21
['harika'],5,2020-07-30 14:21:22
['kötü'],1,2020-07-30 14:05:44
"['güzel', 'keşke', 'puan', 'süre', 'süre', 'dol', 'puan', 'kullan', 'puan', 'paylaş', 'türlü', 'puan', 'puan', 'süre', 'dol', 'süre', 'puan', 'güzel']",4,2020-07-30 13:51:11
['süper'],5,2020-07-30 13:45:07
['güzel'],5,2020-07-30 13:40:07
['iyi'],5,2020-07-30 13:36:29
['teşekkür'],5,2020-07-30 13:31:08
['güzel'],5,2020-07-30 13:19:10
['harika'],4,2020-07-30 13:07:02
['güzel'],5,2020-07-30 13:06:55
"['görün', 'i̇ni̇nal', 'ali', 'rahatiniza', 'baki']",5,2020-07-30 12:48:09
"['başka', 'kart', 'değil', 'paycel', 'dile', 'yer', 'geciio', 'yanis', 'konu', 'direk', 'iade', 'yapiolar', 'teşekkür']",5,2020-07-30 12:36:14
['güzel'],4,2020-07-30 12:36:03
"['iyi', 'teşekkür']",5,2020-07-30 12:31:59
"['güzel', 'değil']",1,2020-07-30 12:17:07
['iyi'],5,2020-07-30 12:16:00
"['zor', 'zaman', 'yan', 'tek']",5,2020-07-30 11:56:00
['iyi'],5,2020-07-30 11:49:11
"['hafta', 'puan', 'sonra', 'kendi', 'kendi', 'azal', 'anla', 'düş', 'puan', 'türlü', 'yüksel']",5,2020-07-30 11:46:09
['mükemmel'],5,2020-07-30 11:37:45
"['puan', 'sür']",2,2020-07-30 11:26:12
['nezaman'],1,2020-07-30 11:18:28
"['yanlış', 'iyi', 'değil']",1,2020-07-30 11:17:21
"['gayet', 'güzel', 'git', 'başla']",4,2020-07-30 11:15:13
['başarı'],5,2020-07-30 11:13:32
['süper'],5,2020-07-30 10:58:30
"['gayet', 'memnun']",5,2020-07-30 10:53:23
"['kere', 'puan', 'gönder', 'saçma']",1,2020-07-30 10:53:14
['nice'],1,2020-07-30 10:52:01
"['faturani̇za', 'ekli̇yolar', 'i̇ki̇nci̇si̇', 'salla', 'kazan', 'tarzi', 'puan', 'varit', 'ci̇kti̇', 'hal', 'puan', 'saçma']",1,2020-07-30 10:41:09
"['tavsiye', 'harika']",5,2020-07-30 10:35:25
"['güzel', 'fakat', 'elektronik', 'eşya', 'para', 'kes', 'sıkıntı']",5,2020-07-30 10:22:56
"['keşke', 'işlem', 'kes']",5,2020-07-30 10:19:45
['numara'],5,2020-07-30 10:16:15
"['ilk', 'baş', 'iyi', 'git', 'herşey', 'tam', 'banka', 'kart', 'para', 'ata', 'kadar', 'kesinti', 'resmen', 'insan', 'soy', 'sözleşme', 'bitti', 'zaten', 'bırak', 'turkcell', 'sırf', 'kesinti', 'dolayı', 'turkcell', 'soğu']",1,2020-07-30 10:09:44
['güzel'],5,2020-07-30 10:08:17
"['eski', 'iyi', 'değil']",1,2020-07-30 10:05:56
['iyi'],5,2020-07-30 09:55:57
['idare'],1,2020-07-30 09:31:01
['güzel'],5,2020-07-30 09:26:25
['mükemmel'],5,2020-07-30 09:18:53
"['salla', 'toplam', 'puan']",1,2020-07-30 09:14:57
['teşekkür'],5,2020-07-30 08:48:21
['kolay'],5,2020-07-30 08:46:19
['tesekurler'],5,2020-07-30 08:40:31
"['tavsiye', 'güzel']",5,2020-07-30 08:26:30
['süper'],5,2020-07-30 08:18:31
"['aycell', 'hesap', 'hazır', 'limit', 'bakiye', 'aktar', 'turkcell', 'mobil', 'öde', 'işlem', 'gerçek', 'uyarı', 'sürekli', 'mail', 'üzeri', 'durum', 'belir', 'yazı', 'gönder', 'lütfen', 'ilgilen', 'bugün', 'hala', 'sorun', 'çöz', 'aycell', 'üzeri', 'bildirim', 'rağmen']",1,2020-07-30 07:54:07
['güzel'],5,2020-07-30 07:38:10
"['üstün', 'yok', 'iyi']",3,2020-07-30 07:05:37
"['aycell', 'beğen', 'güzel']",5,2020-07-30 06:14:36
"['tek', 'kelime', 'harika', 'göre']",5,2020-07-30 06:10:14
"['ücret', 'kes', 'böyle', 'birey']",1,2020-07-30 05:17:59
"['çünki', 'güzel', 'güzel', 'yem']",5,2020-07-30 02:30:19
['berbat'],1,2020-07-30 01:47:55
['harika'],5,2020-07-30 01:47:04
"['güzel', 'kolay', 'var']",5,2020-07-30 01:33:25
"['gayet', 'memnun', 'yerli', 'destek', 'tam', 'destek']",5,2020-07-30 01:32:04
['harika'],5,2020-07-30 00:44:06
"['beğen', 'zaman', 'kayıp']",1,2020-07-30 00:38:13
"['memnun', 'kal']",4,2020-07-30 00:26:01
"['not', 'iste']",2,2020-07-30 00:13:56
['harika'],5,2020-07-30 00:13:19
"['arkadaş', 'güzel', 'tavsiye']",5,2020-07-30 00:01:13
"['güzel', 'kart', 'güzel']",5,2020-07-29 23:48:05
"['numara', 'beş', 'yıldız']",5,2020-07-29 23:33:20
"['hız', 'yükle']",5,2020-07-29 23:09:14
"['para', 'tuzak']",1,2020-07-29 23:07:08
['harika'],5,2020-07-29 22:30:20
['iyi'],5,2020-07-29 22:25:20
"['aycell', 'sev']",5,2020-07-29 22:10:24
['böööööö'],5,2020-07-29 22:00:02
"['süper', 'tavsiye']",5,2020-07-29 21:59:21
"['hediye', 'i̇nternet', 'kart', 'fark', 'yok']",5,2020-07-29 21:48:33
['güzel'],5,2020-07-29 21:24:46
"['yükle', 'paye', 'kart', 'üzeri', 'qrkodu', 'sefer', 'kart', 'seç', 'gerek', 'bakiye', 'tanım', 'sanal', 'kart', 'ana', 'kart', 'görün', 'bakiye', 'sürekli', 'sorun', 'çıkar', 'alışveriş', 'hata', 'basit', 'güncelle', 'iyi', 'karmaşık', 'hal']",1,2020-07-29 21:18:33
['süper'],5,2020-07-29 21:04:51
"['abi', 'aktif']",5,2020-07-29 20:29:23
['güzel'],5,2020-07-29 20:22:46
"['vallaha', 'mükemmel']",5,2020-07-29 19:47:51
"['merhaba', 'kartimizda', 'i̇zban', 'güzel', 'okur']",5,2020-07-29 19:45:58
['harika'],5,2020-07-29 19:37:55
['harika'],5,2020-07-29 19:20:03
"['kart', 'güzel', 'tavsiye', 'kazan', 'puan', 'sür', 'kötü', 'düzel', 'iyi']",5,2020-07-29 19:19:48
['güzel'],5,2020-07-29 19:00:49
"['fatura', 'hatlardada', 'kontör', 'aycell', 'hesap', 'yüklem', 'özellik']",5,2020-07-29 18:47:27
"['ilk', 'baş', 'ücret', 'işlem', 'sonradan', 'saçma', 'sapan', 'para', 'gönder', 'işlem', 'ücret', 'falan', 'dönüş', 'gerek', 'liste']",1,2020-07-29 18:46:54
"['fark', 'cihaz', 'fazla', 'giriş', 'mobil', 'öde', 'durum', 'artık', 'düzelt', 'mutlu', 'oluruzkac', 'mail', 'hal', 'hicbirsekilde', 'düzel']",1,2020-07-29 18:42:32
"['süper', 'bedava', 'kampanya', 'keşke']",5,2020-07-29 18:36:53
['iyi'],4,2020-07-29 18:28:55
"['iyi', 'bak']",4,2020-07-29 18:22:07
['süper'],5,2020-07-29 18:14:44
['süper'],5,2020-07-29 18:00:34
"['aylık', 'kullanım', 'ücret', 'kes', 'başka', 'banka', 'kart', 'biz', 'havale', 'güzel']",4,2020-07-29 17:47:32
"['tur', 'faturalarimi', 'yetir', 'güzel']",5,2020-07-29 17:35:00
"['fatura', 'öde', ""i̇nternet'ten"", 'alışveriş', 'yarar', 'kötü', 'yasin', 'gör', 'sadece', 'salla', 'kazan', 'aycell', 'harca', 'ilk', 'turkcell', 'harca', 'hak', 'harcadiğim', 'hal', 'haber', 'harca', 'hafta', 'oda', 'yok']",3,2020-07-29 17:20:34
['mükemmel'],5,2020-07-29 17:09:40
"['eksik', 'var']",2,2020-07-29 17:08:26
"['güzel', 'olabılırama', 'bankamatik', 'para', 'yatır', 'çek', 'ücret', 'kesılmesı', 'hoş', 'degıl', 'para', 'yat', 'ostedım', 'kesılıyorcekmek', 'iste', 'yine', 'kezaturkcell', 'basit', 'şirket', 'degilenazından', 'müşteri', 'banka', 'kazıkla', 'kendi', 'bankamatik', 'kurabılırozmn', 'kart', 'aıdatınıda', 'anla', 'şekil', 'fazla']",1,2020-07-29 16:50:22
['tesekkurler'],5,2020-07-29 16:49:48
['efsane'],5,2020-07-29 16:41:15
['iyi'],5,2020-07-29 16:30:55
['beğendimkullanıyorum'],4,2020-07-29 16:18:23
"['turkcell', 'geri', 'bildirim', 'kalite', 'çözüm', 'odak', 'çalış', 'tek', 'yıldız', 'beş', 'yıldız', 'değiş', 'müşteri', 'ilgi', 'alaka', 'kıl', 'haket', 'paha', 'firma', 'iyi', 'android', 'cihaz', 'kullan', 'bütün', 'firma', 'iyi']",5,2020-07-29 16:04:44
['iyi'],5,2020-07-29 16:04:05
"['puan', 'i̇ldiz', 'verim']",1,2020-07-29 15:51:32
"['güzel', 'fazla', 'değil']",3,2020-07-29 15:38:13
"['güzel', 'bide', 'çekiliş', 'hak', 'very']",5,2020-07-29 15:36:22
['süper'],5,2020-07-29 15:31:09
['süper'],5,2020-07-29 15:26:47
"['emek', 'sağlık', 'aycell', 'ekip']",5,2020-07-29 15:25:16
"['hafta', 'puan', 'hafta', 'puan', 'puan', 'fazla', 'lazım', 'i̇nternet', 'puan', 'fazla', 'düşür']",3,2020-07-29 15:24:13
['güzel'],5,2020-07-29 15:18:54
['güzel'],5,2020-07-29 15:17:23
"['sürekli', 'güncelle', 'market', 'harca', 'bil', 'onay', 'rezalet']",1,2020-07-29 14:43:32
['süper'],5,2020-07-29 14:34:23
"['beğendi', 'tavsiye']",5,2020-07-29 14:06:13
"['geri', 'tuş', 'bank', 'aniden', 'çık', 'çık', 'yad', 'çık', 'tekrar', 'bası', 'sor', 'iyi']",4,2020-07-29 14:01:48
"['gayet', 'iyi', 'memnun']",5,2020-07-29 14:00:32
['güzel'],5,2020-07-29 13:33:23
"['kadar', 'rezil', 'rüsva', 'gör', 'kod', 'gönder', 'yaz', 'hata', 'kaç', 'kere', 'sil', 'yükle', 'bird', 'kart', 'göster', 'yok', 'doğrula', 'bil', 'iste', 'kart', 'doğrula', 'kardeş', 'kart', 'değil', 'işlem', 'devam', 'sonra', 'dene', 'dene', 'aynı', 'kaydolunmuyi', 'bile']",1,2020-07-29 13:29:54
"['gerçekten', 'güzel']",5,2020-07-29 13:28:47
"['turkcell', 'tuzak']",1,2020-07-29 13:28:38
['güzel'],4,2020-07-29 13:05:44
['mükkemell'],5,2020-07-29 13:03:02
['iyi'],5,2020-07-29 12:55:39
"['güzel', 'kullan']",5,2020-07-29 12:45:13
"['sadece', 'puan', 'tek', 'salla', 'topla', 'master', 'memnuniyet', 'göz', 'bulun']",1,2020-07-29 12:33:47
['güzel'],5,2020-07-29 12:28:12
['yarar'],5,2020-07-29 12:20:43
"['gayet', 'güzel', 'memnun', 'kötüle', 'çalış', 'kullan', 'bil']",5,2020-07-29 12:04:05
"['tebrik', 'fayda', 'bul', 'büyük', 'kolay', 'içer']",5,2020-07-29 11:49:04
['güzel'],5,2020-07-29 11:48:34
"['kullan', 'pratik']",5,2020-07-29 10:58:55
['harika'],5,2020-07-29 10:46:58
['güzel'],5,2020-07-29 10:29:01
['güzel'],5,2020-07-29 10:23:55
['güzel'],5,2020-07-29 10:06:15
['çokkkkkkkkkkkkkkkkkķkkkkķkkkkkkkkkkkkkkkkööötü'],1,2020-07-29 10:03:31
['güzel'],5,2020-07-29 10:01:07
"['puan', 'kas', 'boşa', 'aycell', 'salla', 'kazan', 'hafta', 'birik', 'kadar', 'önce', 'sil', 'puan', 'kas']",1,2020-07-29 09:54:04
"['büyük', 'kolay']",5,2020-07-29 09:50:18
"['turkcell', 'yakış', 'değil']",1,2020-07-29 09:39:00
"['fena', 'değil']",4,2020-07-29 09:03:06
"['süper', 'emek', 'geçen', 'herkes', 'teşekkür', 'fatura', 'öde', 'para', 'transfer', 'artık', 'kolay']",5,2020-07-29 08:58:01
['iyi'],5,2020-07-29 08:56:31
['güzel'],5,2020-07-29 08:51:04
"['doğru', 'düzgün', 'çalış', 'telefon', 'onay', 'gece', 'tekrar', 'tekrar', 'aynı', 'işlem']",1,2020-07-29 08:45:07
"['güzel', 'şimdilik', 'sıkıntı', 'yok']",3,2020-07-29 08:44:33
['güzel'],5,2020-07-29 08:41:14
['güzel'],5,2020-07-29 08:22:39
['süper'],5,2020-07-29 08:15:37
['iyi'],5,2020-07-29 07:57:18
"['değer', 'yetkili', 'servis', 'aycell', 'kart', 'işlem', 'işlem', 'ücret', 'sun', 'zor', 'git', 'lütfen', 'işlem', 'ücret']",5,2020-07-29 04:13:42
"['kesinti', 'parti', 'var', 'pace', 'kar', 'sene', 'kullaniykrumturkcell', 'sev', 'böyle', 'cakalligi']",1,2020-07-29 02:43:28
['kazan'],5,2020-07-29 01:38:51
"['iyi', 'tessekurederim']",5,2020-07-29 01:13:43
['güzel'],5,2020-07-29 01:10:41
['güzel'],5,2020-07-29 01:03:38
['güzel'],5,2020-07-29 00:50:14
['food'],5,2020-07-29 00:40:36
"['güzel', 'eksik']",5,2020-07-29 00:34:05
['güzel'],5,2020-07-28 23:49:21
['mükemmel'],5,2020-07-28 23:29:15
"['kim', 'sen', 'sev', 'önem', 'bil', 'sen', 'sev', 'önem', 'ifade', 'kişi', 'bile', 'yok', 'say', 'hisset', 'nasıl', 'merhaba', 'geçerli', 'hak', 'üye', 'site', 'sonuç', 'merhaba', 'gün', 'merhaba', 'güzel', 'gün', 'anla', 'sen', 'sev', 'ara', 'merhaba', 'yüz', 'yok', 'teşekkür', 'can']",4,2020-07-28 23:22:37
"['kendi', 'kendi', 'üye', 'ücret', 'aliniyo', 'üye', 'turkcell', 'pismanliktir']",1,2020-07-28 23:19:45
"['güzel', 'heryer', 'alışveriş']",5,2020-07-28 23:15:50
"['biraz', 'ufak', 'geliş', 'iyi', 'önce', 'tşkrlr']",4,2020-07-28 22:42:17
"['pub', 'mobile']",5,2020-07-28 22:41:57
"['sürekli', 'aynı', 'i̇nternet', 'fazla', 'yok']",1,2020-07-28 22:34:35
['falan'],5,2020-07-28 22:33:59
"['biz', 'ulaş', 'bölüm', 'siz', 'ulaş', 'ora', 'belirli', 'soru', 'koy', 'biz', 'çöz', 'buton', 'yok', 'siz', 'sorulariniza', 'görev', 'dert', 'anlaticaz']",5,2020-07-28 22:21:46
"['başla', 'iyi']",3,2020-07-28 22:04:54
"['turkcell', 'kullan', 'şiddet', 'tavsiye', 'kredi', 'kart', 'kullan', 'artık', 'öde', 'aycell', 'üzeri', 'puan', 'var', 'kazan', 'ülke', 'lokomotif', 'firma', 'turkcell', 'teşekkür']",5,2020-07-28 21:48:03
['süper'],5,2020-07-28 21:45:07
['avantaj'],4,2020-07-28 21:20:34
"['aynı', 'fastpay', 'ücret', 'ücret', 'kesinti', 'saçma', 'hak', 'durum']",1,2020-07-28 21:07:32
"['güzel', 'herkes', 'tavsiye', 'yeni', 'güncelle', 'saye', 'güzel', 'tek', 'merak', 'gonderiyoz', 'biz', 'kendi', 'iman', 'yok', 'hallet', 'güzel']",5,2020-07-28 20:48:01
"['geliş', 'ayrıca', 'limit', 'yetersiz']",5,2020-07-28 20:47:58
['güzel'],5,2020-07-28 20:10:29
['faturaödemeleriçokgüzel'],5,2020-07-28 20:07:00
['ممتاز'],5,2020-07-28 20:03:18
['güzel'],5,2020-07-28 19:46:22
['iyi'],5,2020-07-28 19:44:27
"['aycell', 'teşekkür', 'esenlik', 'dile', 'saygı']",5,2020-07-28 19:42:52
"['kullandikca', 'puan']",2,2020-07-28 19:37:16
"['iyi', 'beyit']",5,2020-07-28 19:36:34
"['hergün', 'puan', 'hediye', 'lazım']",3,2020-07-28 19:18:17
['felaket'],5,2020-07-28 19:13:15
"['çirkin', 'salla', 'topla', 'fazla', 'pound']",1,2020-07-28 19:10:56
['iyi'],5,2020-07-28 19:10:04
"['herşey', 'iyi', 'güzel', 'hat', 'bakiye', 'ilan', 'kart', 'iyi']",5,2020-07-28 19:07:26
"['yer', 'bula', 'bura', 'cebaplarmisiniz', 'salla', 'topla', 'kar', 'gün', 'cevap', 'verebilirmisiniz', 'gerçekten', 'para', 'aliyomusinuz']",3,2020-07-28 19:04:19
['iyi'],5,2020-07-28 19:02:00
"['güzel', 'puan', 'birik', 'arkadaş', 'sınırsız']",5,2020-07-28 18:52:30
['süper'],5,2020-07-28 18:38:09
['süper'],5,2020-07-28 18:30:24
"['harika', 'yor', 'tıkla', 'bird', 'tıkla']",5,2020-07-28 18:24:19
"['paycel', 'hesap', 'para', 'aktar', 'para', 'tamam', 'fatura', 'yansı', 'direkt']",5,2020-07-28 18:15:31
['yuh'],5,2020-07-28 18:11:43
"['sistem', 'güzel', 'memnun']",5,2020-07-28 18:06:39
"['uzak', 'dur', 'ücret']",1,2020-07-28 18:00:56
['iyi'],5,2020-07-28 17:57:42
"['berbat', 'temmuz', 'beri', 'kullan', 'barkod', 'oku', 'herşey', 'normal', 'onay', 'onay', 'yerine', 'kart', 'ekle', 'çık', 'iptal', 'secenegi', 'var', 'master', 'hizmet', 'sor', 'kart', 'ekle', 'parsel', 'odemedigi', 'otomatik', 'cekecekmis', 'alaka', 'herkes', 'kullan', 'sorun', 'yok', 'sadece', 'kart', 'iste', 'güncelle', 'hesabi', 'var', 'parti', 'yok', 'yapacagim', 'hesapmi', 'lazım']",1,2020-07-28 17:53:52
"['kredi', 'kart', 'iste', 'kötü', 'kart', 'bağla', 'kontrol', 'kaçıracağımdi̇ğer', 'para', 'yüklem', 'yol', 'kart', 'turkcellshopa', 'git']",2,2020-07-28 17:47:48
['müthiş'],5,2020-07-28 17:23:20
['iyi'],5,2020-07-28 17:20:28
['süper'],5,2020-07-28 17:18:39
['üzeri'],5,2020-07-28 17:17:58
['muhteşem'],5,2020-07-28 17:11:19
"['aycell', 'yer', 'rahat', 'nakit', 'tasimiyorum']",4,2020-07-28 17:09:39
['kötü'],1,2020-07-28 17:04:55
['süper'],5,2020-07-28 17:01:48
"['allah', 'bela', 'yüz', 'lira', 'fatura', 'yıldız', 'siz', 'fazla', 'gelir']",1,2020-07-28 16:55:34
['ayı'],5,2020-07-28 16:49:52
"['güzel', 'fayda']",5,2020-07-28 16:47:35
"['gök', 'güzel', 'banka', 'değil', 'kanka']",5,2020-07-28 16:46:02
['bil'],5,2020-07-28 16:42:20
['mükemmel'],5,2020-07-28 16:35:58
"['ilk', 'deneyim', 'gayet', 'basari']",4,2020-07-28 16:26:13
"['hitap', 'kitle', 'fazlasıyla', 'uygun']",5,2020-07-28 16:23:42
['güzel'],5,2020-07-28 16:18:12
"['fazlasıyla', 'görüyorarada', 'sıra', ""i̇nternet'ten"", 'veriyordaha']",5,2020-07-28 16:13:18
"['sual', 'güzelamaa', 'lütfen', 'aycell', 'puanlarini', 'daha', 'yüksel', 'puan', 'hafta']",1,2020-07-28 16:12:10
"['güzel', 'fakat', 'kart', 'fiyat', 'birbiri', 'tut']",5,2020-07-28 15:34:41
"['program', 'allah', 'razı', 'olsunbu', 'saye', 'bayi', 'uğraş', 'kurtul']",5,2020-07-28 15:29:40
['kesinti'],2,2020-07-28 14:50:11
"['ilk', 'kullan', 'i̇stanbul', 'kart', 'öde', 'ilk', 'baş', 'sorun', 'yok', 'gibi', 'sonra', 'yolcu', 'gişe', 'kart', 'yükle', 'bin', 'gör', 'rezil', 'kart', 'para', 'yükle', 'yem', 'turkcell', 'fatura', 'yansı', 'hemen', 'mail', 'dönüş', 'falan', 'zaten', 'sabah', 'tekrar', 'kontrol', 'kart', 'para', 'var', 'fatura', 'öde', 'geri', 'öde', 'nalet', 'siz', 'allah', 'bil', 'siz', 'öyle', 'sahtekar']",1,2020-07-28 14:27:15
['güzel'],5,2020-07-28 14:11:40
"['turkcell', 'dolandırıcı', 'üye', 'bit', 'deyiştirecem', 'hemen']",1,2020-07-28 13:47:57
['güzel'],4,2020-07-28 13:15:40
['harika'],5,2020-07-28 12:56:11
"['berbaaat', 'limit', 'alisveris', 'yapamicaksam', 'yar', 'sil', 'direk']",1,2020-07-28 12:53:30
"['gayet', 'güzel', 'yıldız', 'fazla', 'haket']",5,2020-07-28 12:31:04
"['güzel', 'işlem', 'kolay', 'aylık', 'kesim', 'sıkıntı', 'kesim', 'olmmamali']",5,2020-07-28 12:16:47
"['topla', 'puan', 'sür', 'birik']",1,2020-07-28 12:13:15
"['i̇stanbul', 'kart', 'yüklem', 'harika']",5,2020-07-28 12:12:07
"['ihtiyaç', 'karşıla', 'teşekkür']",5,2020-07-28 12:05:05
"['güzel', 'maşallah', 'inşallah', 'iyi', 'olurelinize', 'kol', 'sage']",5,2020-07-28 11:25:57
"['aycell', 'kart', 'halen', 'uzun', 'sür']",5,2020-07-28 11:01:52
['yersiz'],3,2020-07-28 10:56:02
"['sor', 'sanal', 'aycell', 'kart', 'yaptırım', 'önce', 'yanlış', 'lütfen', 'cevap', 'aycell']",5,2020-07-28 10:48:18
['memnun'],5,2020-07-28 10:35:45
"['aycell', 'pişman', 'aycell', 'hesap', 'kart', 'herşey', 'sil', 'iste', 'hiçbir', 'bağ', 'kal', 'google', 'play', 'bağ', 'oyun', 'paket', 'kere', 'para', 'kes', 'üstelik', 'oyun', 'paket', 'yükle', 'boyunca', 'üye', 'ücret', 'kes', 'iade', 'iste', 'kes', 'paket', 'iade', 'hiçbirşey', 'kullan', 'sürekli', 'para', 'yazık']",1,2020-07-28 10:19:25
['harika'],5,2020-07-28 10:15:46
"['hazır', 'limit', 'para', 'yüklem', 'seçenek']",2,2020-07-28 04:38:46
['kötü'],1,2020-07-28 00:04:21
"['deneyim', 'kullan', 'kişi', 'güzel']",5,2020-07-27 23:37:10
"['paye', 'düzel', 'artık', 'mobil', 'alışveriş', 'şok', 'market', 'geç', 'kullan']",1,2020-07-27 23:02:47
